Record Id,Solution Number,Solution Owner.id,Solution Title,Published,Status,Product Name.id,No of comments,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Question,Answer,Add Comment,Layout.id,Tag,Solution Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Village.id,Expected Direct Beneficiary Reach,Endline Due Date,Endline Survey Completed,Baseline Survey Completed,Project Start Date,Project End Date,Donor 1 (D1).id,D1 - Interim Report Due,D1 - Amount Donated,Donor 3 (D3).id,D3 - Amount Donated,D3 - Interim Report Due,D1 - Final Report Due,D3 - Funds Received,D1 - Funds Received,D3 - Final Report Due,D2 - Interim Report Due,Donor 2 (D2).id,D2 - Final Report Due,D2 - Amount Donated,D2 - Funds Received,Funding Gap GBP,Project Type,Expected Direct Household Reach,KHTF Staff,Project Code,Household Surveys Needed,Gravel & Sand Sources,Other Donors List (D4),Suitable for UK Volunteers,No. In Water Committee,D4 - Amount Donated,D4 - Funds Received,D4 - Final Report Due,D4 - Interim Report Due,New Latrines Needed,Case Studies,Distance From New Source (m),Distance From New Tanks (m),Source Water Flow,Farmland Above  Source,No. Potential Sources,System Will Affect Farmland,Soil Type,No. Taps to Build,WASH Construction Challenges,Supplementary Sources,Village Water Sources,HH With V. Poor Latrines,Defecation Place When No Latrine,HH Without Latrines,Water Problems Description,Irrigation Problem,Infrastructure Built,Irrigation Construction Challenges,Water Ever Rationed,Distance From Old Source (m),HH With Latrines,Rai of Village Flat/Paddy Fields,Livelihoods Project Notes,WASH Project Notes,School.id,KHT Staff Owner,Crops Grown in Dry Season,Sufficient Water for Irrigation,Sufficient Water In Dry Season,Sufficient Water In Wet Season,Donor Notes,Other Villages,Monthly Expenditure Notes,Males,Education Project Notes,Females,No. of Buses/Dorms,THB GBP FX Rate,Project Budget THB,Other Schools,Monthly Expenditure THB,Access to Education Issues,Child Ages,Overheads THB,Project Proposal Cost THB,% Villagers Affected by Flooding in 2 Years,% Budget Spent,No. Tanks to Build,KY Project Account Spend THB,KHT Project Transfer List Spend THB,% Labour Paid,Manual Adjustments Notes,Manual Finance Adjustments,Total Spend THB,Budget Notes,Project Budget GBP,Project Linked to Other Projects,Endline Survey Actual Date,Other Project Notes,Month of Construction,Course (Scholars Only),School Type,Full Name (Scholar Only),No Interim Reports Due,Last Update,Village Proposal Date,Baseline Survey Date,D2 - Final Report Sent,D1 - Interim Report Sent,D4 - Interim Report Sent,D3 -  Interim Report Sent,D4 - Final Report Sent,D1 - Final Report Sent,D2 - Interim Report Sent,D3 - Final Report Sent,Unused Rai of Flat/Paddy Fields,No. Latrines to Build,Rai of Village Hill Farmland,Wooden Dams Used,Final Grade (Scholars Only),Cost per Beneficiary GBP (From Budget),Funds Remaining GBP,Pre-Project Water Tests,Endline Water Test Date,Failed Pre-Project Water Tests,Water Tests and Failures Notes,Pre-Project Water Test Date,Baseline Water Tests,Failed Baseline Water Tests,Baseline Water Test Date,Endline Water Tests,Failed Endline Water Tests,Pre-Project E Coli MPN/100ml,Baseline E Coli MPN,Endline E Coli MPN,Target Litres Per Person on Day 1,How Did KHT Identify the Project and Site,Corrective Work Requied,Locked,Corrective Work Details,Water Filters to Install,Latest WASH Result,All Donors,Record Status
zcrm_361303000001903386,361303000001903668,zcrm_361303000000269001,Saowaluek 2008 - 2011 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:56:05,,,2022-08-05 07:15:04,zcrm_361303000000527035,1,,false,false,2008-06-01,2011-03-30,zcrm_361303000001880122,,,,,,,false,false,,,,,,false,0,New,1,,828,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881225,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,40500,,,,,10500.0,30000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,10500,,0,false,,,,Computer Science,Vocational (HVD),Saowaluek,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903387,361303000001903674,zcrm_361303000000269001,Saowapa Warakuljittra 2010 - 2012 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:56:05,,,2022-08-05 07:15:04,zcrm_361303000000716047,1,,false,false,2010-06-01,2012-03-30,,,,,,,,false,false,,,,,,false,0,New,1,,1043,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001611404,,,,,,,,,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,,,,,,,,,0,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,0,,0,false,,,,Hospitality,Vocational (HVD),Saowapa Warakuljittra,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903388,361303000001903603,zcrm_361303000000269001,Saowarin Apidedruengyot 2019 - 2021 Scholarship,false,"5. Complete Implementation, Awaiting Monitoring",zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:56:05,,,2022-08-05 07:15:04,zcrm_361303000001881628,1,,false,false,2019-06-01,2021-03-30,zcrm_361303000001880133,,,,,,,false,false,,,,,,false,0,New,1,,1926,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881225,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,27000,,,,,7000.0,20000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,7000,,0,false,,,,Computer Science,Vocational (HVD),Saowarin Apidedruengyot,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903389,361303000001903643,zcrm_361303000000269001,Sasiwimon Nguenthaveesumpan 2019 - 2021 Scholarship,false,"5. Complete Implementation, Awaiting Monitoring",zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881824,1,,false,false,2019-06-01,2021-03-30,zcrm_361303000000526039,,,,,,,false,false,,,,,,false,0,New,1,,1927,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,27000,,,,,7000.0,20000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,7000,,0,false,,,,Accounting,Vocational (HVD),Sasiwimon Nguenthaveesumpan,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903390,361303000001903676,zcrm_361303000000269001,Satid Rommaikajee 2010 - 2014 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881729,1,,false,false,2010-07-01,2014-04-30,,,,,,,,false,false,,,,,,false,0,New,1,,1044,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528045,,,,,,,,,1,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,,,,,,,,,0,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,0,,0,false,,,,Public Health,University,Satid Rommaikajee,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903391,361303000001903577,zcrm_361303000000269001,Sirichai Phukphansakun 2010 - 2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881800,1,,false,false,2010-06-01,2013-03-30,,,,,,,,false,false,,,,,,false,0,New,1,,1045,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881258,,,,,,,,,1,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,,,,,,,,,0,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,0,,0,false,,,,Mechanic,Vocational (OVD),Sirichai Phukphansakun,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903393,361303000001903565,zcrm_361303000000269001,Sirinthip Phitya 2018 - 2020 Scholarship,false,"5. Complete Implementation, Awaiting Monitoring",zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001899138,1,,false,false,2018-06-01,2020-03-30,zcrm_361303000001880115,,,,,,,false,false,,,,,,false,0,New,1,,1805,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881189,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,27000,,,,,7000.0,20000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,7000,,0,false,,,,Hospitality,Vocational (OVD),Sirinthip Phitya,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903394,361303000001903457,zcrm_361303000000269001,Siripong Pathomsakulpri 2010 - 2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000000527051,1,,false,false,2010-06-01,2013-03-30,,,,,,,,false,false,,,,,,false,0,New,1,,1046,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,,1,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,,,,,,,,,0,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,0,,0,false,,,,Mechanic,Vocational (OVD),Siripong Pathomsakulpri,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903395,361303000001903694,zcrm_361303000000269001,Siriporn Kittinucro 2007-2011 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881744,1,,false,false,2007-07-01,2011-04-30,,,,,,,,false,false,,,,,,false,0,New,1,,714,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528045,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,54000,,,,,14000.0,40000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,14000,,0,false,,,,Tourism,University,Siriporn Kittinucro,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903396,361303000001903532,zcrm_361303000000269001,Siriporn Krajaikwamru 2019 - 2021 Scholarship,false,"5. Complete Implementation, Awaiting Monitoring",zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881772,1,,false,false,2019-06-01,2021-03-30,zcrm_361303000000526039,,,,,,,false,false,,,,,,false,0,New,1,,1929,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,27000,,,,,7000.0,20000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,7000,,0,false,,,,Accounting,Vocational (HVD),Siriporn Krajaikwamru,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903397,361303000001903598,zcrm_361303000000269001,Siriporn Sripichayawasin 2011-2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001899136,1,,false,false,2011-06-01,2013-03-30,zcrm_361303000001880128,,,,,,,false,false,,,,,,false,0,New,1,,1115,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,500,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,13500,,,,,3500.0,10000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,3500,,0,false,,,,Accounting,Vocational (HVD),Siriporn Sripichayawasin,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903398,361303000001903585,zcrm_361303000000269001,Siriporn Thaweenithisommanat 2010 - 2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001899128,1,,false,false,2010-06-01,2013-03-30,,,,,,,,false,false,,,,,,false,0,New,1,,1047,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,,,,,,,,,0,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,0,,0,false,,,,Accounting,Vocational (OVD),Siriporn Thaweenithisommanat,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903399,361303000001903465,zcrm_361303000000269001,Siriporn Wongsaksri 2008 - 2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881651,1,,false,false,2008-07-01,2013-04-30,,,,,,,,false,false,,,,,,false,0,New,1,,829,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528048,,,,,,,,2000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,135000,,,,,35000.0,100000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,35000,,0,false,,,,Special Needs Education,University,Siriporn Wongsaksri,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903400,361303000001903561,zcrm_361303000000269001,Sirirat Bunrachaisawan 2019 - 2021 Scholarship,false,"5. Complete Implementation, Awaiting Monitoring",zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000000527032,1,,false,false,2019-07-01,2021-04-30,zcrm_361303000000526039,,,,,,,false,false,,,,,,false,0,New,1,,1930,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,2000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,54000,,,,,14000.0,40000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,14000,,0,false,,,,Accounting,University,Sirirat Bunrachaisawan,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903401,361303000001903542,zcrm_361303000000269001,Sirirat Srichaodoi 2019 - 2021 Scholarship,false,"5. Complete Implementation, Awaiting Monitoring",zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881748,1,,false,false,2019-06-01,2021-03-30,zcrm_361303000000526039,,,,,,,false,false,,,,,,false,0,New,1,,1931,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881189,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",1,,,27000,,,,,7000.0,20000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,7000,,0,false,,,,Hospitality,Vocational (OVD),Sirirat Srichaodoi,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903402,361303000001903572,zcrm_361303000000269001,Sitthipol Wongcherdsak 2011-2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000000527042,1,,false,false,2011-06-01,2013-03-30,zcrm_361303000001880128,,,,,,,false,false,,,,,,false,0,New,1,,1116,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,500,1,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,13500,,,,,3500.0,10000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,3500,,0,false,,,,Electrician,Vocational (HVD),Sitthipol Wongcherdsak,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903403,361303000001903548,zcrm_361303000000269001,Sitthisak Wimonuaonrarak 2015 - 2017 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000000527042,1,,false,false,2015-06-01,2017-03-30,zcrm_361303000000526046,,,,,,,false,false,,,,,,false,0,New,1,,1513,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881217,,,,,,,,2000,1,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,54000,,,,,14000.0,40000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,14000,,0,false,,,,Mechanic,Vocational (HVD),Sitthisak Wimonuaonrarak,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903404,361303000001903553,zcrm_361303000000269001,Sittichai Patisilapakit 2008 - 2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000000543001,1,,false,false,2008-07-01,2013-04-30,,,,,,,,false,false,,,,,,false,0,New,1,,830,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881235,,,,,,,,2000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,135000,,,,,35000.0,100000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,35000,,0,false,,,,General Science,University,Sittichai Patisilapakit,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903405,361303000001903612,zcrm_361303000000269001,Sittipon 2008 - 2011 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001899125,1,,false,false,2008-06-01,2011-03-30,zcrm_361303000001880114,,,,,,,false,false,,,,,,false,0,New,1,,831,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528042,,,,,,,,1000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,40500,,,,,10500.0,30000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,10500,,0,false,,,,Electrician,Vocational (HVD),Sittipon,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903406,361303000001903496,zcrm_361303000000269001,Slrichal Yako 2019 - 2021 Scholarship,false,"5. Complete Implementation, Awaiting Monitoring",zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881685,1,,false,false,2019-06-01,2021-03-30,zcrm_361303000000526039,,,,,,,false,false,,,,,,false,0,New,1,,1932,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881225,,,,,,,,1000,1,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,27000,,,,,7000.0,20000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,7000,,0,false,,,,Electrician,Vocational (HVD),Slrichal Yako,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903407,361303000001903466,zcrm_361303000000269001,Sommana Tiwtongnumchai 2008 - 2013 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001611496,1,,false,false,2008-07-01,2013-04-30,,,,,,,,false,false,,,,,,false,0,New,1,,832,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528048,,,,,,,,2000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,135000,,,,,35000.0,100000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,35000,,0,false,,,,English,University,Sommana Tiwtongnumchai,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903408,361303000001903600,zcrm_361303000000269001,Somnuk Naphapradao 2010 - 2012 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000000716116,1,,false,false,2010-06-01,2012-03-30,,,,,,,,false,false,,,,,,false,0,New,1,,1048,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881225,,,,,,,,,1,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,,,,,,,,,0,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,0,,0,false,,,,Electrician,Vocational (HVD),Somnuk Naphapradao,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903409,361303000001903472,zcrm_361303000000269001,Somsak Subsomboondee 2006 - 2010 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000001881833,1,,false,false,2006-07-01,2010-04-30,,,,,,,,false,false,,,,,,false,0,New,1,,609,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881239,,,,,,,,2000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,108000,,,,,28000.0,80000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,28000,,0,false,,,,Law,University,Somsak Subsomboondee,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001903410,361303000001903458,zcrm_361303000000269001,Somsopah Sripattanapornrak 2006 - 2010 Scholarship,false,6. Monitoring and Implementation Complete,zcrm_361303000000463125,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 04:17:57,2022-08-05 07:10:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:55:34,,,2022-08-05 07:10:04,zcrm_361303000000527064,1,,false,false,2006-06-01,2010-03-30,,,,,,,,false,false,,,,,,false,0,New,1,,610,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881181,,,,,,,,2000,,"Don't pay vocational scholarships April and October, don't pay uni scholarshups May and June",,,,108000,,,,,28000.0,80000,,25.93,,,,,Budget and overheads an estimate based on most recent numbers and typical overheads amounts,,28000,,0,false,,,,Nursing,,Somsopah Sripattanapornrak,true,2022-08-05 07:10:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
