Record Id               ,Village Owner.id        ,Rating ,Village Name                  ,Phone ,Fax ,Parent Village.id ,Website ,Ticker Symbol ,Village Type ,Ownership ,Industry ,Employees ,Annual Revenue ,SIC Code ,Created By.id           ,Modified By.id          ,Created Time        ,Modified Time       ,Currency ,Exchange Rate ,Last Activity Time  ,Billing Street ,Shipping Street ,Billing City ,Shipping City ,Billing Province ,Shipping Province ,Billing Code ,Shipping Code ,Billing Country ,Shipping Country ,Description ,Layout.id               ,Village Number ,Village Site ,Score ,Positive Score ,Negative Score ,Positive Touch Point Score ,Touch Point Score ,Negative Touch Point Score ,Tag ,Village Image ,User Modified Time  ,System Related Activity Time ,User Related Activity Time ,System Modified Time ,Change Log Time ,Households ,Average Household Income ,Road Conditions                                    ,Total Population ,Latest Livelihoods Survey ,Potential KHT Projects                                                                                                                                          ,Latest Education Survey ,Potential Project Notes                                                                     ,Villagers Consulted                      ,GPS Latitude ,GPS Longitude ,Latest WASH Survey ,% Population Without Enough Rice ,District Id             ,Nearest Town Id         ,Children (Aged 0 - 18) ,Distance to Town (km) ,Adult Males ,Tribe ,Forest Department ,Adult Females ,Season Accesibility ,Average Annual HH Income (THB) ,Province     ,Village has Dorm ,Distance to Hospital (km) ,Annual Malaria Cases ,No. Children in Dorm ,Nearest Health Centre ,Distance to Pratom (km) ,Annual Typhoid Cases ,No. Students at Uni ,Distance to Health Centre (km) ,No. Children Go To Pratom ,Annual Stomarch Ulcer Cases ,No. Graduates ,Annual Diabetes Cases ,Nearest Mathayom (Seconary) Id ,Annual Cancer Cases ,No. Children Go To Mathayom ,Village Deaths in Last Year ,Distance to Mathayom (km) ,Common Diseases                                                                                                          ,Nearest Pratom (Primary) Id ,Village Schools   ,Nearest Hospital Id     ,Latest non-KHT Clean Water Project ,Latest non-KHT Rice Bank Project ,Latest non-KHT Electricity Project ,Sufficient Drinking Water in Dry Season ,Non-KHT Projects Comments                                                                      ,Latest non-KHT Animal Bank Project ,Previous Gov/Royal Aid Projects ,General Comments ,Latest non-KHT School Project ,Previous Non-KHT NGO Projects ,Current Water Sources                 ,Latest non-KHT Solar Project ,Latest non-KHT Road Project ,Sufficient Drinking Water in Wet Season ,Latest non-KHT Satelite Project ,Village's Name                ,Name of Village               ,Latest non-KHT Irrigation Project ,Number of People without Thai ID Cards ,Are Any KHT Staff Connected to the Village?               ,No. Children Living Away in Dormitories ,No. Children Who Don't Go to Mathayom but Should ,No. Children Who Don't Go to Pratom but Should ,Locked ,Hosted KHT Projects                                                      ,Last Enriched Time ,Enrich Status
zcrm_361303000001881757 ,zcrm_361303000000269001 ,       ,Ban Mae Ping                  ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:51,         ,              ,8/5/2022 6:51,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:51,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Ping                  ,Ban Mae Ping                  ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000001881761 ,zcrm_361303000000269001 ,       ,Ban Mae Sa Kua                ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:38,         ,              ,8/5/2022 10:38,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:38,                ,58,                         ,                                                   ,311,                          ,"Latrines, Education Scholarship, Blankets and Mosquito Nets                                                                                                   ",                        ,                                                                                            ,                                         ,             ,              ,9/16/2011,50,                        ,zcrm_361303000000401954 ,130,15,92,      ,Mae La Noi        ,89,All Seasons         ,                               ,Mae Hong Son ,false            ,15,2,                     ,Ban Mae Tia           ,                        ,5,                    ,22,47,                            ,              ,                      ,zcrm_361303000000528038        ,                    ,4,                            ,                          ,"Flu, Skin Infection, Ulcer                                                                                             ",                            ,Prathom (Primary) ,zcrm_361303000000401954 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Sa Kua                ,Ban Mae Sa Kua                ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881762 ,zcrm_361303000000269001 ,       ,Ban Mae Sa Kud                ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:25,         ,              ,8/5/2022 10:25,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:25,                ,28,                         ,                                                   ,130,                          ,"Mosquito Nets, Blankets, Education Scholarship                                                                                                                ",                        ,FALSE                                                                                       ,                                         ,18.29699,98.0174,10/2/2016,45,zcrm_361303000001881257 ,zcrm_361303000000401954 ,45,31,41,Sgaw  ,Mae La Noi        ,44,Dry Season          ,4000,Mae Hong Son ,false            ,31,2,                     ,Ban Mae Tia           ,                        ,7,                    ,35,                          ,                            ,              ,                      ,zcrm_361303000000522050        ,                    ,6,                            ,5,                                                                                                                         ,                            ,Prathom (Primary) ,zcrm_361303000000401954 ,1/1/1992,                                 ,1/1/2019,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Sa Kud                ,Ban Mae Sa Kud                ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881763 ,zcrm_361303000000269001 ,       ,Ban Mae Sa Wan Luang          ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:24,         ,              ,8/5/2022 10:24,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:24,                ,50,                         ,"Average (some paved road, some potholes)         ",234,                          ,"Mosquito Nets, Blankets, Water Repair, Water Extension, Scholarship, School Meals.                                                                            ",                        ,FALSE                                                                                       ,Village Headman                          ,18.18644,98.08458,9/12/2017,                                 ,                        ,zcrm_361303000000521090 ,92,32,71,Sgaw  ,Mae Sariang       ,71,                    ,                               ,Mae Hong Son ,false            ,32,                     ,                     ,Ban Mae Lid           ,0,7,                    ,5,0,20,              ,                      ,zcrm_361303000000521194        ,                    ,0,                            ,0,                                                                                                                         ,                            ,No Schools        ,zcrm_361303000000521090 ,1/1/1996,                                 ,                                   ,No                                      ,                                                                                               ,                                   ,Yes                             ,                 ,1/1/2001,No                            ,Government Water System;Stream/Spring ,1/1/2006,1/1/2006,No                                      ,                                ,Ban Mae Sa Wan Luang          ,Ban Mae Sa Wan Luang          ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881764 ,zcrm_361303000000269001 ,       ,Ban Mae Sam Leab              ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:56,         ,              ,8/5/2022 6:56,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:56,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Sam Leab              ,Ban Mae Sam Leab              ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000001881765 ,zcrm_361303000000269001 ,       ,Ban Mae Sam Peng Nua          ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:31,         ,              ,8/5/2022 10:31,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:31,                ,21,                         ,                                                   ,90,                          ,"Education Scholarship, Blankets,  Mosquito Nets                                                                                                               ",                        ,FALSE                                                                                       ,                                         ,             ,              ,2/19/2014,50,zcrm_361303000001881210 ,zcrm_361303000000401954 ,36,30,27,Sgaw  ,Mae La Noi        ,27,Dry Season          ,4000,Mae Hong Son ,false            ,30,15,                     ,Ban Mae Su            ,                        ,3,                    ,8,                          ,                            ,              ,                      ,zcrm_361303000000528038        ,                    ,2,                            ,30,Ulcer                                                                                                                    ,                            ,Prathom (Primary) ,zcrm_361303000000401954 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Sam Peng Nua          ,Ban Mae Sam Peng Nua          ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881766 ,zcrm_361303000000269001 ,       ,Ban Mae Samaeng               ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,24,                         ,                                                   ,106,                          ,"Blankets, Education Scholarship, Mosquito Nets, Latrine                                                                                                       ",                        ,                                                                                            ,                                         ,18.44956,98.07254,9/14/2007,                                 ,                        ,zcrm_361303000000401954 ,43,56,44,      ,Mae La Noi        ,67,Dry Season          ,                               ,Mae Hong Son ,false            ,56,                     ,                     ,Ban Kad Luang         ,3,                     ,                    ,10,9,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,Flu                                                                                                                      ,zcrm_361303000001881161     ,No Schools        ,zcrm_361303000000401954 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Samaeng               ,Ban Mae Samaeng               ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881769 ,zcrm_361303000000269001 ,       ,Ban Mae Sapueng Klang         ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:41,         ,              ,8/5/2022 10:41,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:41,                ,30,                         ,                                                   ,112,                          ,"Education Scholarship, Blankets,  Mosquito Nets                                                                                                               ",                        ,FALSE                                                                                       ,                                         ,18.39894,98.02352,9/18/2012,50,zcrm_361303000000401954 ,zcrm_361303000000401954 ,41,39,37,Sgaw  ,Mae La Noi        ,34,Dry Season          ,4000,Mae Hong Son ,false            ,39,3,                     ,Ban Mae Hu            ,3,5,                    ,12,12,                            ,1,                      ,zcrm_361303000000528038        ,                    ,                            ,                            ,39,Flu and Ulcer                                                                                                            ,zcrm_361303000001881150     ,No Schools        ,zcrm_361303000000401954 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Sapueng Klang         ,Ban Mae Sapueng Klang         ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881770 ,zcrm_361303000000269001 ,       ,Ban Mae Sapueng Tai           ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,44,                         ,                                                   ,183,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,7/4/2007,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,zcrm_361303000001881150     ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Sapueng Tai           ,Ban Mae Sapueng Tai           ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881771 ,zcrm_361303000000269001 ,       ,Ban Mae Satop Nua             ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,32,                         ,                                                   ,250,                          ,"Blankets, Water project, Hospital, Education                                                                                                                  ",                        ,                                                                                            ,                                         ,             ,              ,10/10/2003,40,                        ,zcrm_361303000000461057 ,124,34,61,      ,Mae Chaem         ,65,Dry Season          ,                               ,Chiang Mai   ,false            ,34,1,                     ,Ban Pang Ung          ,                        ,110,                    ,13,42,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,"Stomach ulcer, Influenza                                                                                               ",                            ,Prathom (Primary) ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Satop Nua             ,Ban Mae Satop Nua             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001881772 ,zcrm_361303000000269001 ,       ,Ban Mae Saw                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,38,                         ,                                                   ,153,12/3/2013,"Education, Agriculture project, Blankets, Mosquito Nets and rice bank                                                                                         ",                        ,                                                                                            ,                                         ,18.72245,97.9478,10/2/2003,50,zcrm_361303000000461057 ,zcrm_361303000000461057 ,45,20,54,      ,Khun Yuam         ,54,All Seasons         ,                               ,Mae Hong Son ,false            ,20,6,                     ,Ban Mueng Pong        ,5,8,                    ,5,33,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,zcrm_361303000001881156     ,No Schools        ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Saw                   ,Ban Mae Saw                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;Further Education Scholarships;WASH                           ,                   ,
zcrm_361303000001881773 ,zcrm_361303000000269001 ,       ,Ban Mae Sawan Luang           ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:51,         ,              ,8/5/2022 6:51,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:51,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Sawan Luang           ,Ban Mae Sawan Luang           ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000001881774 ,zcrm_361303000000269001 ,       ,Ban Mae Sawan Noi             ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:56,         ,              ,8/5/2022 6:56,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:56,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Sawan Noi             ,Ban Mae Sawan Noi             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000001881776 ,zcrm_361303000000269001 ,       ,Ban Mae Su                    ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,12/15/2022 16:52,         ,              ,12/15/2022 16:52,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,12/15/2022 16:52,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Su                    ,Ban Mae Su                    ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,School Buses                                                             ,                   ,
zcrm_361303000001881777 ,zcrm_361303000000269001 ,       ,Ban Mae Surin Noi             ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,12/2/2022 13:28,         ,              ,12/2/2022 13:28,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,12/2/2022 13:28,                ,17,                         ,                                                   ,82,                          ,"Blankets, Education Scholarship, Mosquito Nets, Latrine                                                                                                       ",                        ,                                                                                            ,                                         ,18.94511,98.05146,9/8/2005,30,                        ,zcrm_361303000000461057 ,35,45,23,      ,Khun Yuam         ,24,Dry Season          ,                               ,Mae Hong Son ,false            ,45,1,                     ,Ban Paw New Khei      ,                        ,2,                    ,4,17,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,"Flu, Ulcer                                                                                                             ",                            ,Prathom (Primary) ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,Yes                           ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Surin Noi             ,Ban Mae Surin Noi             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships;WASH                                      ,                   ,
zcrm_361303000001881778 ,zcrm_361303000000269001 ,       ,Ban Mae Surin Nua             ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:57,         ,              ,8/5/2022 6:57,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:57,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Mae Surin Nua             ,Ban Mae Surin Nua             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
